edge_mode,threshold,fpr
scm,0.0,1.0
scm,0.002509614532861479,0.155
scm,0.005019229065722958,0.14833333333333334
scm,0.0075288435985844376,0.14333333333333334
scm,0.010038458131445917,0.13833333333333334
scm,0.012548072664307396,0.135
scm,0.015057687197168875,0.13166666666666665
scm,0.017567301730030356,0.12333333333333334
scm,0.020076916262891834,0.11833333333333333
scm,0.02258653079575331,0.11
scm,0.025096145328614792,0.10833333333333334
scm,0.027605759861476273,0.105
scm,0.03011537439433775,0.10333333333333333
scm,0.03262498892719923,0.1
scm,0.03513460346006071,0.09666666666666666
scm,0.03764421799292219,0.09
scm,0.04015383252578367,0.08833333333333333
scm,0.042663447058645144,0.08666666666666667
scm,0.04517306159150662,0.07333333333333333
scm,0.047682676124368106,0.06833333333333333
scm,0.050192290657229584,0.06666666666666667
scm,0.05270190519009106,0.06666666666666667
scm,0.055211519722952546,0.06
scm,0.05772113425581402,0.055
scm,0.0602307487886755,0.055
scm,0.06274036332153698,0.05333333333333334
scm,0.06524997785439846,0.04833333333333333
scm,0.06775959238725994,0.04833333333333333
scm,0.07026920692012142,0.04666666666666667
scm,0.0727788214529829,0.045
scm,0.07528843598584438,0.045
scm,0.07779805051870585,0.041666666666666664
scm,0.08030766505156733,0.04
scm,0.08281727958442882,0.03666666666666667
scm,0.08532689411729029,0.035
scm,0.08783650865015177,0.03333333333333333
scm,0.09034612318301324,0.03166666666666667
scm,0.09285573771587473,0.03
scm,0.09536535224873621,0.028333333333333332
scm,0.09787496678159768,0.02666666666666667
scm,0.10038458131445917,0.021666666666666667
scm,0.10289419584732065,0.021666666666666667
scm,0.10540381038018212,0.021666666666666667
scm,0.1079134249130436,0.02
scm,0.11042303944590509,0.016666666666666666
scm,0.11293265397876656,0.016666666666666666
scm,0.11544226851162805,0.015
scm,0.11795188304448952,0.011666666666666667
scm,0.120461497577351,0.011666666666666667
scm,0.12297111211021249,0.011666666666666667
scm,0.12548072664307397,0.011666666666666667
scm,0.12799034117593544,0.011666666666666667
scm,0.1304999557087969,0.011666666666666667
scm,0.1330095702416584,0.011666666666666667
scm,0.13551918477451988,0.011666666666666667
scm,0.13802879930738135,0.01
scm,0.14053841384024285,0.008333333333333333
scm,0.14304802837310432,0.008333333333333333
scm,0.1455576429059658,0.008333333333333333
scm,0.14806725743882726,0.006666666666666667
scm,0.15057687197168876,0.006666666666666667
scm,0.15308648650455023,0.005
scm,0.1555961010374117,0.005
scm,0.1581057155702732,0.005
scm,0.16061533010313467,0.005
scm,0.16312494463599614,0.005
scm,0.16563455916885764,0.0033333333333333335
scm,0.1681441737017191,0.0033333333333333335
scm,0.17065378823458058,0.0033333333333333335
scm,0.17316340276744208,0.0033333333333333335
scm,0.17567301730030355,0.0016666666666666668
scm,0.17818263183316502,0.0
scm,0.1806922463660265,0.0
scm,0.18320186089888799,0.0
scm,0.18571147543174946,0.0
scm,0.18822108996461093,0.0
scm,0.19073070449747243,0.0
scm,0.1932403190303339,0.0
scm,0.19574993356319537,0.0
scm,0.19825954809605686,0.0
scm,0.20076916262891834,0.0
scm,0.2032787771617798,0.0
scm,0.2057883916946413,0.0
scm,0.20829800622750277,0.0
scm,0.21080762076036424,0.0
scm,0.21331723529322574,0.0
scm,0.2158268498260872,0.0
scm,0.21833646435894868,0.0
scm,0.22084607889181018,0.0
scm,0.22335569342467165,0.0
scm,0.22586530795753312,0.0
scm,0.2283749224903946,0.0
scm,0.2308845370232561,0.0
scm,0.23339415155611756,0.0
scm,0.23590376608897903,0.0
scm,0.23841338062184053,0.0
scm,0.240922995154702,0.0
scm,0.24343260968756347,0.0
scm,0.24594222422042497,0.0
scm,0.24845183875328644,0.0
scm,0.25096145328614794,0.0
tyler,0.0,1.0
tyler,0.002509614532861479,0.3616666666666667
tyler,0.005019229065722958,0.3566666666666667
tyler,0.0075288435985844376,0.3433333333333333
tyler,0.010038458131445917,0.335
tyler,0.012548072664307396,0.32166666666666666
tyler,0.015057687197168875,0.32
tyler,0.017567301730030356,0.3
tyler,0.020076916262891834,0.29333333333333333
tyler,0.02258653079575331,0.2866666666666667
tyler,0.025096145328614792,0.27166666666666667
tyler,0.027605759861476273,0.26
tyler,0.03011537439433775,0.25333333333333335
tyler,0.03262498892719923,0.23833333333333334
tyler,0.03513460346006071,0.23
tyler,0.03764421799292219,0.21666666666666667
tyler,0.04015383252578367,0.21333333333333335
tyler,0.042663447058645144,0.20833333333333334
tyler,0.04517306159150662,0.19833333333333333
tyler,0.047682676124368106,0.195
tyler,0.050192290657229584,0.185
tyler,0.05270190519009106,0.17666666666666667
tyler,0.055211519722952546,0.17333333333333334
tyler,0.05772113425581402,0.16833333333333333
tyler,0.0602307487886755,0.15833333333333333
tyler,0.06274036332153698,0.15
tyler,0.06524997785439846,0.14833333333333334
tyler,0.06775959238725994,0.14333333333333334
tyler,0.07026920692012142,0.13833333333333334
tyler,0.0727788214529829,0.13333333333333333
tyler,0.07528843598584438,0.12666666666666668
tyler,0.07779805051870585,0.12333333333333334
tyler,0.08030766505156733,0.12166666666666667
tyler,0.08281727958442882,0.11833333333333333
tyler,0.08532689411729029,0.11666666666666667
tyler,0.08783650865015177,0.11
tyler,0.09034612318301324,0.10666666666666667
tyler,0.09285573771587473,0.10166666666666667
tyler,0.09536535224873621,0.09833333333333333
tyler,0.09787496678159768,0.09666666666666666
tyler,0.10038458131445917,0.09
tyler,0.10289419584732065,0.09
tyler,0.10540381038018212,0.085
tyler,0.1079134249130436,0.08333333333333333
tyler,0.11042303944590509,0.07833333333333334
tyler,0.11293265397876656,0.07
tyler,0.11544226851162805,0.06833333333333333
tyler,0.11795188304448952,0.065
tyler,0.120461497577351,0.06
tyler,0.12297111211021249,0.058333333333333334
tyler,0.12548072664307397,0.056666666666666664
tyler,0.12799034117593544,0.055
tyler,0.1304999557087969,0.051666666666666666
tyler,0.1330095702416584,0.05
tyler,0.13551918477451988,0.04666666666666667
tyler,0.13802879930738135,0.043333333333333335
tyler,0.14053841384024285,0.041666666666666664
tyler,0.14304802837310432,0.03833333333333333
tyler,0.1455576429059658,0.035
tyler,0.14806725743882726,0.03333333333333333
tyler,0.15057687197168876,0.03333333333333333
tyler,0.15308648650455023,0.03166666666666667
tyler,0.1555961010374117,0.03
tyler,0.1581057155702732,0.03
tyler,0.16061533010313467,0.03
tyler,0.16312494463599614,0.02666666666666667
tyler,0.16563455916885764,0.02666666666666667
tyler,0.1681441737017191,0.025
tyler,0.17065378823458058,0.023333333333333334
tyler,0.17316340276744208,0.023333333333333334
tyler,0.17567301730030355,0.021666666666666667
tyler,0.17818263183316502,0.02
tyler,0.1806922463660265,0.018333333333333333
tyler,0.18320186089888799,0.016666666666666666
tyler,0.18571147543174946,0.015
tyler,0.18822108996461093,0.015
tyler,0.19073070449747243,0.015
tyler,0.1932403190303339,0.015
tyler,0.19574993356319537,0.015
tyler,0.19825954809605686,0.015
tyler,0.20076916262891834,0.015
tyler,0.2032787771617798,0.015
tyler,0.2057883916946413,0.013333333333333334
tyler,0.20829800622750277,0.013333333333333334
tyler,0.21080762076036424,0.011666666666666667
tyler,0.21331723529322574,0.011666666666666667
tyler,0.2158268498260872,0.01
tyler,0.21833646435894868,0.008333333333333333
tyler,0.22084607889181018,0.006666666666666667
tyler,0.22335569342467165,0.006666666666666667
tyler,0.22586530795753312,0.005
tyler,0.2283749224903946,0.005
tyler,0.2308845370232561,0.005
tyler,0.23339415155611756,0.005
tyler,0.23590376608897903,0.005
tyler,0.23841338062184053,0.0033333333333333335
tyler,0.240922995154702,0.0016666666666666668
tyler,0.24343260968756347,0.0016666666666666668
tyler,0.24594222422042497,0.0016666666666666668
tyler,0.24845183875328644,0.0016666666666666668
tyler,0.25096145328614794,0.0016666666666666668
